arm,condition,treatment_message_id,model,model_family,prompt_variant_number,treatment_message_word_count,valence_correct,gender,age,age_band,education,party_affiliation,political_party,political_ideology,political_knowledge,confinement-1,confinement-2-reversed,confinement-3,confinement-4,confinement_mean
Message 48,AI,ban_solitary_confinement_juveniles_falcon-40b_2,falcon-40b,falcon,2.0,213.0,1.0,Female,20,18-29,High school diploma,Moderate Democrat,1,1,2,0.0,0.0,100.0,100.0,50.0
Message 56,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_1,gpt-4-0125-preview,gpt,1.0,221.0,1.0,Male,33,30-44,Did not graduate high school,Strong Democrat,0,0,2,100.0,100.0,100.0,100.0,100.0
Control,control,,,,,,,Female,25,18-29,High school diploma,Moderate Democrat,1,1,3,30.0,50.0,50.0,50.0,45.0
Message 26,AI,ban_solitary_confinement_juveniles_pythia-2.8b_1,pythia-2.8b,pythia,1.0,193.0,0.0,Male,33,30-44,4-year college,Moderate Democrat,1,1,1,80.0,80.0,80.0,80.0,80.0
Message 61,AI,ban_solitary_confinement_juveniles_falcon-40b_3,falcon-40b,falcon,3.0,303.0,1.0,Female,52,45-59,2-year college,Independent,2,1,3,50.0,50.0,28.0,50.0,44.5
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Male,24,18-29,4-year college,Moderate Democrat,1,0,3,60.0,70.0,76.0,60.0,66.5
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Male,50,45-59,4-year college,Strong Democrat,0,0,2,50.0,50.0,50.0,50.0,50.0
Message 70,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_2,claude-3-opus-20240229,claude,2.0,192.0,1.0,Female,66,60+,Technical certification or trade school,Strong Republican,4,3,3,71.0,16.0,29.0,32.0,37.0
Message 27,AI,ban_solitary_confinement_juveniles_Yi-9B_1,Yi-9B,Yi,1.0,293.0,1.0,Female,34,30-44,High school diploma,Moderate Democrat,1,2,3,56.0,60.0,35.0,49.0,50.0
Message 61,AI,ban_solitary_confinement_juveniles_falcon-40b_3,falcon-40b,falcon,3.0,303.0,1.0,Female,40,30-44,4-year college,Independent,2,2,3,24.0,23.0,30.0,23.0,25.0
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Female,58,45-59,Graduate degree,Moderate Republican,3,2,2,55.0,62.0,59.0,38.0,53.5
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Female,30,30-44,4-year college,"Other (Libertarian, Green, etc.)",2,0,3,0.0,0.0,8.0,74.0,20.5
Message 71,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_3,claude-3-opus-20240229,claude,3.0,201.0,1.0,Female,24,18-29,Technical certification or trade school,Independent,2,3,2,82.0,100.0,89.0,24.0,73.75
Message 71,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_3,claude-3-opus-20240229,claude,3.0,201.0,1.0,Female,29,18-29,High school diploma,Strong Democrat,0,0,3,60.0,60.0,50.0,60.0,57.5
Message 70,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_2,claude-3-opus-20240229,claude,2.0,192.0,1.0,Female,39,30-44,Graduate degree,Strong Democrat,0,0,3,0.0,0.0,10.0,0.0,2.5
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Female,26,18-29,Graduate degree,Moderate Republican,3,3,2,78.0,59.0,64.0,75.0,69.0
Message 02,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_3,gpt-4-0125-preview,gpt,3.0,219.0,1.0,Male,33,30-44,High school diploma,Independent,2,2,2,80.0,20.0,30.0,30.0,40.0
Message 46,AI,ban_solitary_confinement_juveniles_pythia-6.9b_2,pythia-6.9b,pythia,2.0,119.0,0.0,Female,54,45-59,2-year college,Strong Democrat,0,0,1,0.0,0.0,0.0,0.0,0.0
Message 49,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_2,Qwen1.5-72B,Qwen1.5,2.0,147.0,1.0,Female,29,18-29,Technical certification or trade school,Independent,2,0,3,0.0,0.0,0.0,0.0,0.0
Message 18,AI,ban_solitary_confinement_juveniles_falcon-7b_3,falcon-7b,falcon,3.0,250.0,0.0,Male,57,45-59,High school diploma,Moderate Republican,3,3,3,60.0,50.0,30.0,60.0,50.0
Message 49,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_2,Qwen1.5-72B,Qwen1.5,2.0,147.0,1.0,Female,57,45-59,Did not graduate high school,Moderate Democrat,1,1,3,70.0,71.0,29.0,26.0,49.0
Message 70,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_2,claude-3-opus-20240229,claude,2.0,192.0,1.0,Male,35,30-44,2-year college,Moderate Republican,3,3,3,72.0,70.0,65.0,74.0,70.25
Message 28,AI,ban_solitary_confinement_juveniles_pythia-160m_3,pythia-160m,pythia,3.0,23.0,1.0,Male,32,30-44,4-year college,Independent,2,2,3,75.0,25.0,0.0,0.0,25.0
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Female,21,18-29,High school diploma,Moderate Democrat,1,0,2,23.0,23.0,57.0,38.0,35.25
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Male,33,30-44,Graduate degree,Moderate Democrat,1,1,3,86.0,91.0,83.0,100.0,90.0
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Male,38,30-44,4-year college,Independent,2,3,3,85.0,85.0,70.0,80.0,80.0
Message 15,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_1,claude-3-opus-20240229,claude,1.0,202.0,1.0,Female,21,18-29,High school diploma,Moderate Democrat,1,2,2,85.0,86.0,47.0,72.0,72.5
Message 51,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_2,gpt-4-0125-preview,gpt,2.0,208.0,1.0,Male,31,30-44,4-year college,Moderate Democrat,1,1,2,66.0,71.0,57.0,63.0,64.25
Message 67,AI,ban_solitary_confinement_juveniles_Qwen1.5-14B_3,Qwen1.5-14B,Qwen1.5,3.0,262.0,1.0,Female,34,30-44,2-year college,Strong Democrat,0,0,3,20.0,20.0,80.0,10.0,32.5
Message 66,AI,ban_solitary_confinement_juveniles_Qwen1.5-7B_2,Qwen1.5-7B,Qwen1.5,2.0,181.0,1.0,Male,42,30-44,High school diploma,Strong Democrat,0,0,3,54.0,23.0,36.0,68.0,45.25
Message 16,AI,ban_solitary_confinement_juveniles_Yi-9B_3,Yi-9B,Yi,3.0,196.0,1.0,Female,21,18-29,2-year college,Moderate Republican,3,3,1,5.0,78.0,69.0,68.0,55.0
Control,control,,,,,,,Female,33,30-44,Technical certification or trade school,Strong Democrat,0,2,2,50.0,50.0,50.0,50.0,50.0
Message 17,AI,ban_solitary_confinement_juveniles_Llama-2-7b-hf_2,Llama-2-7b-hf,Llama,2.0,244.0,0.0,Male,31,30-44,4-year college,Independent,2,2,3,45.0,55.0,53.0,48.0,50.25
Control,control,,,,,,,Female,39,30-44,4-year college,Moderate Democrat,1,1,3,100.0,0.0,4.0,0.0,26.0
Message 01,AI,ban_solitary_confinement_juveniles_Qwen1.5-0.5B_1,Qwen1.5-0.5B,Qwen1.5,1.0,155.0,1.0,Male,43,30-44,Graduate degree,Independent,2,2,3,18.0,14.0,12.0,23.0,16.75
Message 02,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_3,gpt-4-0125-preview,gpt,3.0,219.0,1.0,Female,31,30-44,High school diploma,Strong Democrat,0,0,3,41.0,43.0,43.0,59.0,46.5
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Female,55,45-59,Technical certification or trade school,Strong Democrat,0,1,3,100.0,92.0,19.0,0.0,52.75
Message 34,AI,ban_solitary_confinement_juveniles_Yi-6B_2,Yi-6B,Yi,2.0,286.0,1.0,Female,35,30-44,4-year college,Strong Democrat,0,0,2,0.0,0.0,0.0,0.0,0.0
Message 70,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_2,claude-3-opus-20240229,claude,2.0,192.0,1.0,Female,21,18-29,High school diploma,Independent,2,1,1,100.0,100.0,84.0,100.0,96.0
Message 58,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_3,Llama-2-70b-hf,Llama,3.0,212.0,1.0,Female,44,30-44,Technical certification or trade school,Independent,2,0,2,0.0,0.0,0.0,100.0,25.0
Message 70,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_2,claude-3-opus-20240229,claude,2.0,192.0,1.0,Female,56,45-59,4-year college,Strong Republican,4,4,3,100.0,100.0,100.0,100.0,100.0
Control,control,,,,,,,Male,38,30-44,2-year college,Moderate Democrat,1,0,1,0.0,0.0,0.0,0.0,0.0
Message 58,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_3,Llama-2-70b-hf,Llama,3.0,212.0,1.0,Male,23,18-29,High school diploma,Moderate Democrat,1,1,1,70.0,77.0,60.0,45.0,63.0
Message 70,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_2,claude-3-opus-20240229,claude,2.0,192.0,1.0,Male,38,30-44,2-year college,Strong Democrat,0,0,3,70.0,69.0,71.0,71.0,70.25
Control,control,,,,,,,Female,24,18-29,4-year college,Strong Democrat,0,0,3,40.0,40.0,40.0,40.0,40.0
Message 69,AI,ban_solitary_confinement_juveniles_falcon-40b_1,falcon-40b,falcon,1.0,176.0,1.0,Male,30,30-44,Graduate degree,Strong Democrat,0,0,3,0.0,0.0,0.0,0.0,0.0
Message 04,AI,ban_solitary_confinement_juveniles_Qwen1.5-7B_3,Qwen1.5-7B,Qwen1.5,3.0,172.0,1.0,Female,28,18-29,High school diploma,Strong Democrat,0,0,2,0.0,0.0,0.0,100.0,25.0
Message 44,AI,ban_solitary_confinement_juveniles_pythia-12b_2,pythia-12b,pythia,2.0,345.0,0.0,Female,21,18-29,4-year college,Strong Democrat,0,0,2,0.0,0.0,1.0,0.0,0.25
Message 64,AI,ban_solitary_confinement_juveniles_Yi-9B_2,Yi-9B,Yi,2.0,182.0,0.0,Male,25,18-29,2-year college,Moderate Democrat,1,1,3,70.0,35.0,30.0,70.0,51.25
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Female,26,18-29,4-year college,Independent,2,2,3,40.0,40.0,50.0,40.0,42.5
Message 30,AI,ban_solitary_confinement_juveniles_pythia-2.8b_3,pythia-2.8b,pythia,3.0,222.0,0.0,Female,28,18-29,Technical certification or trade school,Independent,2,2,1,62.0,59.0,50.0,59.0,57.5
Control,control,,,,,,,Female,25,18-29,2-year college,Moderate Democrat,1,1,2,0.0,0.0,0.0,0.0,0.0
Message 64,AI,ban_solitary_confinement_juveniles_Yi-9B_2,Yi-9B,Yi,2.0,182.0,0.0,Male,26,18-29,2-year college,Independent,2,1,3,20.0,0.0,0.0,0.0,5.0
Message 55,AI,ban_solitary_confinement_juveniles_pythia-12b_1,pythia-12b,pythia,1.0,316.0,0.0,Female,38,30-44,4-year college,Moderate Democrat,1,1,3,0.0,0.0,0.0,0.0,0.0
Message 71,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_3,claude-3-opus-20240229,claude,3.0,201.0,1.0,Female,56,45-59,High school diploma,Moderate Republican,3,2,1,100.0,96.0,88.0,100.0,96.0
Message 33,AI,ban_solitary_confinement_juveniles_Qwen1.5-14B_2,Qwen1.5-14B,Qwen1.5,2.0,262.0,1.0,Male,53,45-59,Technical certification or trade school,Strong Republican,4,4,3,37.0,39.0,36.0,33.0,36.25
Message 61,AI,ban_solitary_confinement_juveniles_falcon-40b_3,falcon-40b,falcon,3.0,303.0,1.0,Female,59,45-59,4-year college,Moderate Democrat,1,1,2,74.0,67.0,36.0,32.0,52.25
Message 08,AI,ban_solitary_confinement_juveniles_pythia-70m_3,pythia-70m,pythia,3.0,61.0,1.0,Female,58,45-59,2-year college,Independent,2,3,1,0.0,0.0,100.0,0.0,25.0
Message 24,AI,ban_solitary_confinement_juveniles_pythia-12b_3,pythia-12b,pythia,3.0,223.0,0.0,Female,26,18-29,4-year college,Moderate Democrat,1,1,2,26.0,38.0,30.0,34.0,32.0
Message 51,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_2,gpt-4-0125-preview,gpt,2.0,208.0,1.0,Male,50,45-59,2-year college,Independent,2,3,2,79.0,66.0,57.0,38.0,60.0
Control,control,,,,,,,Female,30,30-44,Graduate degree,Moderate Democrat,1,1,3,73.0,67.0,82.0,85.0,76.75
Control,control,,,,,,,Male,24,18-29,4-year college,Moderate Democrat,1,0,3,19.0,18.0,40.0,29.0,26.5
Control,control,,,,,,,Male,24,18-29,High school diploma,Strong Democrat,0,0,2,24.0,75.0,49.0,58.0,51.5
Message 51,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_2,gpt-4-0125-preview,gpt,2.0,208.0,1.0,Male,49,45-59,4-year college,Moderate Democrat,1,1,3,75.0,75.0,50.0,25.0,56.25
Message 14,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_1,Qwen1.5-72B,Qwen1.5,1.0,275.0,1.0,Male,35,30-44,4-year college,"Other (Libertarian, Green, etc.)",2,0,3,0.0,0.0,1.0,0.0,0.25
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Male,41,30-44,4-year college,Moderate Republican,3,3,1,21.0,34.0,62.0,28.0,36.25
Control,control,,,,,,,Female,26,18-29,4-year college,Strong Democrat,0,0,3,0.0,0.0,0.0,0.0,0.0
Control,control,,,,,,,Female,33,30-44,4-year college,Strong Democrat,0,1,2,25.0,20.0,20.0,20.0,21.25
Message 29,AI,ban_solitary_confinement_juveniles_Yi-34B_3,Yi-34B,Yi,3.0,228.0,1.0,Male,41,30-44,Graduate degree,Strong Republican,4,4,2,80.0,85.0,80.0,83.0,82.0
Message 62,AI,ban_solitary_confinement_juveniles_Yi-34B_1,Yi-34B,Yi,1.0,280.0,1.0,Male,30,30-44,4-year college,Moderate Democrat,1,1,3,55.0,55.0,56.0,57.0,55.75
Message 49,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_2,Qwen1.5-72B,Qwen1.5,2.0,147.0,1.0,Female,56,45-59,4-year college,Strong Republican,4,4,2,56.0,69.0,92.0,50.0,66.75
Message 44,AI,ban_solitary_confinement_juveniles_pythia-12b_2,pythia-12b,pythia,2.0,345.0,0.0,Male,31,30-44,High school diploma,Strong Democrat,0,0,3,0.0,0.0,0.0,0.0,0.0
Message 71,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_3,claude-3-opus-20240229,claude,3.0,201.0,1.0,Female,34,30-44,High school diploma,"Other (Libertarian, Green, etc.)",2,2,2,80.0,80.0,90.0,40.0,72.5
Message 33,AI,ban_solitary_confinement_juveniles_Qwen1.5-14B_2,Qwen1.5-14B,Qwen1.5,2.0,262.0,1.0,Male,36,30-44,4-year college,Strong Democrat,0,0,3,50.0,44.0,40.0,40.0,43.5
Message 26,AI,ban_solitary_confinement_juveniles_pythia-2.8b_1,pythia-2.8b,pythia,1.0,193.0,0.0,Male,39,30-44,High school diploma,Independent,2,1,2,80.0,20.0,10.0,10.0,30.0
Message 56,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_1,gpt-4-0125-preview,gpt,1.0,221.0,1.0,Female,37,30-44,4-year college,Strong Democrat,0,0,3,20.0,20.0,15.0,20.0,18.75
Control,control,,,,,,,Male,28,18-29,4-year college,Strong Republican,4,0,3,80.0,24.0,17.0,72.0,48.25
Message 02,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_3,gpt-4-0125-preview,gpt,3.0,219.0,1.0,Male,41,30-44,4-year college,Independent,2,2,3,44.0,62.0,56.0,57.0,54.75
Message 39,AI,ban_solitary_confinement_juveniles_Yi-6B_1,Yi-6B,Yi,1.0,279.0,1.0,Male,30,30-44,Graduate degree,Moderate Democrat,1,1,3,87.0,71.0,50.0,86.0,73.5
Message 05,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_3,Qwen1.5-72B,Qwen1.5,3.0,211.0,1.0,Male,29,18-29,High school diploma,Independent,2,2,2,85.0,85.0,70.0,15.0,63.75
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Male,29,18-29,4-year college,Independent,2,2,3,75.0,21.0,35.0,78.0,52.25
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Male,28,18-29,4-year college,Moderate Democrat,1,1,2,14.0,91.0,95.0,96.0,74.0
Control,control,,,,,,,Female,62,60+,2-year college,Moderate Democrat,1,1,3,30.0,16.0,8.0,99.0,38.25
Control,control,,,,,,,Female,56,45-59,Graduate degree,Moderate Democrat,1,1,1,7.0,17.0,20.0,1.0,11.25
Message 71,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_3,claude-3-opus-20240229,claude,3.0,201.0,1.0,Female,27,18-29,4-year college,Strong Democrat,0,0,3,10.0,11.0,30.0,18.0,17.25
Message 67,AI,ban_solitary_confinement_juveniles_Qwen1.5-14B_3,Qwen1.5-14B,Qwen1.5,3.0,262.0,1.0,Male,21,18-29,2-year college,"Other (Libertarian, Green, etc.)",2,0,3,0.0,0.0,5.0,0.0,1.25
Message 61,AI,ban_solitary_confinement_juveniles_falcon-40b_3,falcon-40b,falcon,3.0,303.0,1.0,Female,40,30-44,Technical certification or trade school,"Other (Libertarian, Green, etc.)",2,2,3,50.0,59.0,50.0,50.0,52.25
Message 04,AI,ban_solitary_confinement_juveniles_Qwen1.5-7B_3,Qwen1.5-7B,Qwen1.5,3.0,172.0,1.0,Female,25,18-29,4-year college,Moderate Democrat,1,1,3,26.0,63.0,45.0,76.0,52.5
Message 29,AI,ban_solitary_confinement_juveniles_Yi-34B_3,Yi-34B,Yi,3.0,228.0,1.0,Female,38,30-44,Technical certification or trade school,"Other (Libertarian, Green, etc.)",2,0,2,100.0,100.0,100.0,100.0,100.0
Message 69,AI,ban_solitary_confinement_juveniles_falcon-40b_1,falcon-40b,falcon,1.0,176.0,1.0,Female,67,60+,Graduate degree,Moderate Republican,3,3,1,70.0,69.0,73.0,25.0,59.25
Message 73,AI,ban_solitary_confinement_juveniles_pythia-1.4b_3,pythia-1.4b,pythia,3.0,147.0,0.0,Female,26,18-29,High school diploma,"Other (Libertarian, Green, etc.)",2,0,3,0.0,8.0,0.0,0.0,2.0
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Female,23,18-29,High school diploma,Strong Democrat,0,0,3,100.0,100.0,100.0,100.0,100.0
Message 10,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_2,Llama-2-70b-hf,Llama,2.0,280.0,1.0,Female,34,30-44,4-year college,Moderate Democrat,1,0,0,10.0,10.0,10.0,86.0,29.0
Message 70,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_2,claude-3-opus-20240229,claude,2.0,192.0,1.0,Male,21,18-29,2-year college,Independent,2,1,3,85.0,80.0,95.0,85.0,86.25
Message 38,AI,ban_solitary_confinement_juveniles_pythia-1b_2,pythia-1b,pythia,2.0,88.0,0.0,Male,20,18-29,High school diploma,Independent,2,0,2,0.0,0.0,100.0,100.0,50.0
Control,control,,,,,,,Male,24,18-29,4-year college,Moderate Democrat,1,0,2,33.0,31.0,33.0,35.0,33.0
Control,control,,,,,,,Female,28,18-29,Graduate degree,Moderate Republican,3,3,2,66.0,60.0,62.0,65.0,63.25
Control,control,,,,,,,Female,53,45-59,Graduate degree,Moderate Democrat,1,1,3,0.0,0.0,0.0,0.0,0.0
Message 51,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_2,gpt-4-0125-preview,gpt,2.0,208.0,1.0,Female,39,30-44,Graduate degree,Moderate Democrat,1,0,3,0.0,0.0,0.0,0.0,0.0
Message 32,AI,ban_solitary_confinement_juveniles_pythia-70m_1,pythia-70m,pythia,1.0,21.0,0.0,Female,25,18-29,4-year college,Strong Democrat,0,0,3,0.0,0.0,0.0,100.0,25.0
Message 16,AI,ban_solitary_confinement_juveniles_Yi-9B_3,Yi-9B,Yi,3.0,196.0,1.0,Male,34,30-44,High school diploma,Moderate Democrat,1,1,3,82.0,82.0,87.0,25.0,69.0
Control,control,,,,,,,Male,34,30-44,4-year college,Moderate Democrat,1,1,2,100.0,0.0,0.0,0.0,25.0
Message 70,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_2,claude-3-opus-20240229,claude,2.0,192.0,1.0,Female,25,18-29,2-year college,Moderate Republican,3,4,1,85.0,80.0,75.0,100.0,85.0
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Female,55,45-59,Graduate degree,Moderate Democrat,1,1,2,73.0,23.0,39.0,19.0,38.5
Message 57,AI,ban_solitary_confinement_juveniles_falcon-7b_1,falcon-7b,falcon,1.0,185.0,1.0,Female,20,18-29,2-year college,"Other (Libertarian, Green, etc.)",2,0,3,0.0,0.0,0.0,100.0,25.0
Message 24,AI,ban_solitary_confinement_juveniles_pythia-12b_3,pythia-12b,pythia,3.0,223.0,0.0,Female,22,18-29,2-year college,Independent,2,2,2,0.0,0.0,0.0,0.0,0.0
Message 41,AI,ban_solitary_confinement_juveniles_pythia-70m_2,pythia-70m,pythia,2.0,145.0,0.0,Female,25,18-29,Graduate degree,Moderate Democrat,1,1,2,70.0,71.0,61.0,64.0,66.5
Message 70,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_2,claude-3-opus-20240229,claude,2.0,192.0,1.0,Female,25,18-29,High school diploma,Independent,2,1,2,100.0,94.0,100.0,1.0,73.75
Message 47,AI,ban_solitary_confinement_juveniles_Qwen1.5-0.5B_2,Qwen1.5-0.5B,Qwen1.5,2.0,148.0,0.0,Male,20,18-29,High school diploma,Strong Democrat,0,0,3,0.0,0.0,0.0,0.0,0.0
Message 71,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_3,claude-3-opus-20240229,claude,3.0,201.0,1.0,Male,29,18-29,Technical certification or trade school,"Other (Libertarian, Green, etc.)",2,2,2,71.0,90.0,21.0,80.0,65.5
Message 05,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_3,Qwen1.5-72B,Qwen1.5,3.0,211.0,1.0,Female,34,30-44,4-year college,Moderate Democrat,1,1,3,50.0,17.0,32.0,80.0,44.75
Message 49,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_2,Qwen1.5-72B,Qwen1.5,2.0,147.0,1.0,Female,39,30-44,4-year college,Moderate Democrat,1,2,3,80.0,79.0,65.0,71.0,73.75
Message 02,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_3,gpt-4-0125-preview,gpt,3.0,219.0,1.0,Female,31,30-44,High school diploma,Moderate Republican,3,3,2,100.0,100.0,82.0,0.0,70.5
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Female,28,18-29,High school diploma,"Other (Libertarian, Green, etc.)",2,2,0,50.0,50.0,50.0,50.0,50.0
Control,control,,,,,,,Female,36,30-44,4-year college,Independent,2,1,2,14.0,12.0,32.0,15.0,18.25
Message 25,AI,ban_solitary_confinement_juveniles_Llama-2-7b-hf_1,Llama-2-7b-hf,Llama,1.0,245.0,1.0,Female,36,30-44,4-year college,Strong Democrat,0,0,3,80.0,70.0,65.0,30.0,61.25
Message 16,AI,ban_solitary_confinement_juveniles_Yi-9B_3,Yi-9B,Yi,3.0,196.0,1.0,Female,29,18-29,High school diploma,Strong Democrat,0,0,3,0.0,0.0,100.0,100.0,50.0
Message 25,AI,ban_solitary_confinement_juveniles_Llama-2-7b-hf_1,Llama-2-7b-hf,Llama,1.0,245.0,1.0,Male,29,18-29,4-year college,Strong Republican,4,4,3,50.0,50.0,50.0,100.0,62.5
Message 02,AI,ban_solitary_confinement_juveniles_gpt-4-0125-preview_3,gpt-4-0125-preview,gpt,3.0,219.0,1.0,Male,21,18-29,Technical certification or trade school,Independent,2,0,2,100.0,100.0,100.0,100.0,100.0
Message 58,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_3,Llama-2-70b-hf,Llama,3.0,212.0,1.0,Female,52,45-59,2-year college,Independent,2,1,1,58.0,61.0,60.0,60.0,59.75
Message 14,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_1,Qwen1.5-72B,Qwen1.5,1.0,275.0,1.0,Female,32,30-44,High school diploma,Independent,2,1,3,25.0,75.0,75.0,75.0,62.5
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Male,26,18-29,Graduate degree,Moderate Democrat,1,1,3,63.0,64.0,60.0,34.0,55.25
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Male,40,30-44,Graduate degree,Strong Democrat,0,1,2,25.0,25.0,22.0,19.0,22.75
Message 03,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_1,Llama-2-70b-hf,Llama,1.0,219.0,1.0,Female,59,45-59,2-year college,Independent,2,2,3,30.0,15.0,40.0,50.0,33.75
Control,control,,,,,,,Female,34,30-44,4-year college,Independent,2,2,2,66.0,74.0,80.0,72.0,73.0
Message 14,AI,ban_solitary_confinement_juveniles_Qwen1.5-72B_1,Qwen1.5-72B,Qwen1.5,1.0,275.0,1.0,Female,27,18-29,4-year college,Strong Democrat,0,0,3,80.0,80.0,90.0,90.0,85.0
Message 58,AI,ban_solitary_confinement_juveniles_Llama-2-70b-hf_3,Llama-2-70b-hf,Llama,3.0,212.0,1.0,Male,40,30-44,High school diploma,Moderate Democrat,1,1,3,40.0,43.0,24.0,55.0,40.5
Message 72,AI,ban_solitary_confinement_juveniles_Yi-34B_2,Yi-34B,Yi,2.0,207.0,1.0,Female,65,60+,2-year college,Moderate Republican,3,3,3,100.0,100.0,100.0,100.0,100.0
Message 38,AI,ban_solitary_confinement_juveniles_pythia-1b_2,pythia-1b,pythia,2.0,88.0,0.0,Male,36,30-44,High school diploma,Independent,2,3,3,34.0,38.0,41.0,41.0,38.5
Message 70,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_2,claude-3-opus-20240229,claude,2.0,192.0,1.0,Male,23,18-29,2-year college,Independent,2,2,3,100.0,90.0,85.0,100.0,93.75
Message 33,AI,ban_solitary_confinement_juveniles_Qwen1.5-14B_2,Qwen1.5-14B,Qwen1.5,2.0,262.0,1.0,Female,36,30-44,4-year college,Independent,2,2,0,100.0,100.0,100.0,0.0,75.0
Message 15,AI,ban_solitary_confinement_juveniles_claude-3-opus-20240229_1,claude-3-opus-20240229,claude,1.0,202.0,1.0,Female,52,45-59,Graduate degree,"Other (Libertarian, Green, etc.)",2,0,2,42.0,58.0,58.0,57.0,53.75
Message 13,human,ban_solitary_confinement_juveniles_human_nan,human,human,,142.0,1.0,Female,56,45-59,4-year college,Independent,2,2,2,34.0,45.0,43.0,44.0,41.5
